DEPT.F,CALI,SGR,CGR,POTA,THOR,URAN,NPHL,DLIM,RHOB,PEF,PHIS,RT,RXO,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,PHItmri,DEPT
4154,8.0054,23.628,6.0411,0.1957,0.9787,1.716,15.81,17.92,2.4035,5.5022,11.54190813,10.4794,50.9012,0.0002,0,0.0009,0.0099,0.0626,0.312,3.5404,6.8814,4.5795,1.2347,16.6216,4154
4154.5,8.0134,24.4975,6.168,0.2084,0.958,1.7859,11,15.07,2.4523,5.29,9.887349823,11.9423,55.6337,0.002,0,0.0254,0.0952,0.2088,0.4271,3.0984,6.022,4.2797,1.0704,15.229,4154.5
4155,8.0578,27.3652,6.7889,0.2359,1.0229,2.0133,6.02,9.18,2.5529,5.0916,7.935830389,13.6884,60.4598,0.0097,0.0001,0.1222,0.2273,0.2062,0.5362,2.5505,4.865,3.5675,1.0987,13.1834,4155
4155.5,8.1328,31.0684,7.6912,0.2783,1.1063,2.2971,2.65,3.81,2.6448,4.994,6.37844523,15.9991,67.9524,0.0108,0.0209,0.2972,0.2772,0.0756,0.5089,2.0998,3.4873,2.531,1.0589,10.3676,4155.5
4156,8.199,36.5435,9.0104,0.3336,1.2594,2.7223,1.75,2.58,2.6659,5.0273,5.423109541,18.8795,78.192,0.0067,0.1419,0.3541,0.284,0.0208,0.3343,1.5268,2.119,1.4082,0.7987,6.9945,4156
4156.5,8.231,39.7068,9.9773,0.3795,1.3465,2.9392,1.57,2.81,2.6619,4.9781,4.541272085,21.4899,84.7326,0.0158,0.3225,0.3015,0.1514,0.0197,0.4068,0.9238,0.8721,0.58,0.7287,4.3223,4156.5
4157,8.2519,39.6753,10.425,0.4009,1.3856,2.8717,1.62,1.81,2.6791,4.8038,3.88254417,24.1295,91.2706,0.0869,0.4231,0.3208,0.0578,0.0176,0.4044,0.4868,0.2445,0.1987,0.46,2.7006,4157
4157.5,8.264,38.1056,10.5071,0.4,1.4154,2.6873,1.52,0.69,2.6983,4.7756,3.296678445,27.4402,106.1396,0.3043,0.4959,0.2506,0.0697,0.0903,0.2098,0.2265,0.0858,0.0397,0.1086,1.8812,4157.5
4158,8.2656,35.4091,10.0931,0.3853,1.3546,2.4456,1.37,0.51,2.7013,4.8443,2.9004947,30.2284,123.1331,0.3057,0.5932,0.1671,0.0339,0.2207,0.115,0.0401,0.0105,0.0012,0.0169,1.5043,4158
4158.5,8.268,33.4975,9.6982,0.3712,1.2967,2.2962,1.2,0.54,2.7007,4.8287,2.784734982,31.6853,135.0554,0.1901,0.5475,0.1464,0.02,0.2408,0.0576,0.0011,0.0003,0.0044,0.0434,1.2516,4158.5
4159,8.2771,31.3633,9.1261,0.3499,1.2169,2.1388,1.16,0.63,2.6993,4.8383,2.828268551,32.3962,149.826,0.2691,0.3422,0.0651,0.0525,0.1888,0.0268,0,0.0023,0.0293,0.0763,1.0524,4159
4159.5,8.2854,29.0514,8.5788,0.3306,1.1357,1.9508,1.13,1.12,2.6908,4.8836,3.076254417,32.4514,169.0398,0.3035,0.2352,0.0335,0.0773,0.1498,0.0233,0.0004,0.0125,0.0572,0.0536,0.9463,4159.5
4160,8.288,28.078,8.446,0.3276,1.1081,1.8425,0.98,1.27,2.6883,4.8813,3.402897527,31.5159,172.4004,0.2135,0.1822,0.0617,0.1767,0.1472,0.0138,0.0049,0.0514,0.0486,0.0252,0.9252,4160
4160.5,8.3,29.0003,8.8065,0.3467,1.1308,1.8731,0.89,1.07,2.6916,4.8337,3.667632509,28.7961,158.3227,0.0907,0.208,0.1915,0.2791,0.1071,0.0284,0.0533,0.1052,0.0322,0.016,1.1115,4160.5
4161,8.3094,30.3159,9.3176,0.3728,1.1679,1.9471,1.01,1.12,2.6909,4.8027,4.12565371,25.7889,149.0105,0.0411,0.4394,0.4422,0.1896,0.0462,0.1559,0.2531,0.1142,0.0568,0.0519,1.7904,4161
4161.5,8.3079,31.5834,9.5132,0.3844,1.1745,2.0774,1.59,1.48,2.6848,4.858,5.347067138,23.2189,139.568,0.0225,0.4995,0.71,0.0987,0.0094,0.3181,0.585,0.1949,0.1683,0.0948,2.7012,4161.5
4162,8.3219,29.789,8.7722,0.3597,1.0578,2.0071,3.06,3.42,2.6515,4.94,6.203533569,21.326,131.7324,0.0391,0.3986,0.8658,0.1317,0.0018,0.3572,0.9739,0.546,0.2823,0.0889,3.6853,4162
4162.5,8.3295,26.9881,7.7765,0.3227,0.9197,1.8499,5.17,6.47,2.5994,5.033,6.880282686,20.0581,127.36,0.1629,0.3282,0.8542,0.2398,0.0063,0.479,1.3976,0.9541,0.3999,0.1087,4.9307,4162.5
4163,8.3546,25.6848,7.3734,0.3073,0.8655,1.7636,6.87,8.22,2.5695,5.1821,7.290671378,18.9,119.6705,0.2646,0.2822,0.6537,0.4716,0.0831,0.7151,1.9496,0.9821,0.4125,0.3785,6.193,4163
4163.5,8.3441,25.3734,7.6199,0.31,0.9307,1.6969,6.97,8.23,2.5693,5.2972,7.359575972,17.9207,111.0009,0.2254,0.2707,0.3328,0.552,0.4105,1.1129,2.1946,0.9087,0.3999,0.6637,7.0712,4163.5
4164,8.3254,27.9996,8.7783,0.3437,1.1358,1.8254,6.45,7.58,2.5805,5.2612,7.37180212,17.1687,103.789,0.0846,0.1929,0.15,0.4762,0.7806,1.5226,2.2425,0.8905,0.3954,0.7266,7.4619,4164
4164.5,8.3193,28.6167,9.6745,0.3578,1.3506,1.7831,6.17,7.59,2.5803,5.0501,7.384452297,16.3347,90.9626,0.0125,0.0727,0.1089,0.5667,0.9807,1.7862,2.3243,0.8892,0.334,0.5841,7.6593,4164.5
4165,8.2761,28.1336,10.3358,0.3678,1.5111,1.6432,6.53,8.7,2.5612,4.7898,7.481978799,15.7192,80.6511,0.0006,0.0152,0.0466,0.6979,1.3143,1.8436,2.4009,0.9555,0.2092,0.3382,7.822,4165
4165.5,8.2617,26.0227,10.2481,0.3625,1.5079,1.4237,6.78,9.79,2.5425,4.6237,7.258021201,15.4484,74.632,0.0026,0.0096,0.0166,0.762,1.6545,1.9237,2.3422,0.9471,0.1055,0.0889,7.8527,4165.5
4166,8.2549,24.5723,10.1754,0.3586,1.5032,1.2705,6.67,9.49,2.5478,4.5961,6.767773852,15.2911,70.662,0.0167,0.0711,0.0574,0.9327,1.6329,2.0419,2.2287,0.7537,0.0754,0.0136,7.8241,4166
4166.5,8.268,25.5105,10.7473,0.3824,1.5702,1.2849,6.07,7.95,2.574,4.7378,6.295123675,15.3451,70.9057,0.018,0.1598,0.2942,1.0555,1.3159,2.1299,2.0871,0.529,0.0557,0.0673,7.7124,4166.5
4167,8.3022,27.5177,11.5091,0.4066,1.6951,1.3951,4.7,6.67,2.5959,4.8875,6.188621908,15.9326,80.3378,0.0084,0.2993,0.7257,0.7786,0.8552,2.275,1.7859,0.2711,0.043,0.1758,7.218,4167
4167.5,8.3283,29.5911,12.0028,0.4239,1.7688,1.5437,3.29,5.71,2.6124,4.8889,6.379293286,16.3376,83.2702,0.1086,0.6885,0.9066,0.3017,0.5122,2.2499,1.212,0.1099,0.0373,0.2657,6.3924,4167.5
4168,8.3308,31.4637,12.1072,0.4306,1.7699,1.7305,2.43,3.47,2.6507,4.9235,7.387632509,15.0575,56.4762,0.4978,0.916,0.6368,0.1918,0.3047,1.7583,0.8327,0.0514,0.025,0.2181,5.4326,4168
4168.5,8.3291,35.5137,13.0275,0.4668,1.8882,2.039,2.68,1.13,2.6907,5.0303,9.629257951,12.5816,34.5004,0.759,0.6131,0.4558,0.2903,0.1773,1.0348,0.6261,0.0724,0.0095,0.0733,4.1116,4168.5
4169,8.3445,45.4909,16.1745,0.5845,2.3215,2.6788,4.19,1.05,2.6921,4.8847,11.61837456,10.1129,23.4783,0.6089,0.2614,0.4795,0.374,0.0799,0.5842,0.409,0.0514,0.0014,0.0077,2.8574,4169
4169.5,8.3732,59.0322,20.7115,0.7459,2.985,3.5129,6.84,2.79,2.6623,4.4342,13.80310954,7.0463,13.4208,0.4326,0.0666,0.3827,0.3808,0.0357,0.4619,0.2085,0.0093,0.0001,0,1.9782,4169.5
4170,8.4249,72.4011,25.1316,0.9018,3.6378,4.3438,10.52,4.83,2.6274,4.1096,14.52416961,5.3443,9.3474,0.4725,0.0188,0.1921,0.3112,0.0824,0.3972,0.0814,0.0001,0,0,1.5557,4170
4170.5,8.5026,79.4812,27.4361,0.9799,3.994,4.7857,11.76,6.95,2.5911,4.0348,13.76996466,4.8767,8.7478,0.4985,0.0075,0.1075,0.1767,0.1744,0.3859,0.0373,0.0013,0,0.0004,1.3895,4170.5
4171,8.4692,72.8406,25.2695,0.8904,3.7368,4.3725,10.58,8.25,2.5689,4.0793,12.47519435,4.8392,9.3115,0.419,0.0004,0.0272,0.0875,0.3426,0.3388,0.0688,0.0125,0.0001,0.0071,1.304,4171
4171.5,8.3897,61.5317,21.5033,0.7494,3.2199,3.6686,6.68,6.67,2.5959,4.4054,10.85173145,5.6712,14.4626,0.3391,0,0.0012,0.0714,0.5015,0.3357,0.1394,0.0344,0.0023,0.0447,1.4697,4171.5
4172,8.3419,55.8352,19.7455,0.683,2.9814,3.2931,4.18,4.55,2.6323,4.7844,8.997173145,6.3919,28.1295,0.301,0,0,0.1094,0.7064,0.4628,0.2241,0.0838,0.0177,0.1138,2.019,4172
4172.5,8.3103,65.2518,23.0873,0.7968,3.4953,3.8367,4.95,5.07,2.6233,4.8269,7.623321555,5.9374,31.8133,0.2164,0,0.0002,0.3158,0.9505,0.5769,0.5282,0.2111,0.0762,0.1645,3.0398,4172.5
4173,8.2523,75.5917,26.7128,0.9248,4.0308,4.4552,7.19,7.27,2.5857,4.6785,7.904028269,5.032,22.6243,0.2017,0.003,0.0027,0.633,1.0525,0.6219,1.1803,0.5076,0.1166,0.1139,4.4332,4173
4173.5,8.17,73.585,25.5732,0.8882,3.8457,4.4001,10.48,9.66,2.5448,4.4848,8.405441696,4.4327,19.0999,0.2422,0.0492,0.0497,0.9029,0.9268,0.6119,2.1603,0.8932,0.0522,0.0248,5.9132,4173.5
4174,8.0007,56.98,19.2089,0.6729,2.8616,3.4957,12.59,12.23,2.5009,4.2317,9.179787986,4.2361,23.8548,0.3239,0.1276,0.2755,1.0543,0.4721,0.88,3.2614,1.2483,0.0194,0.0037,7.6662,4174
4174.5,7.8733,37.1237,12.077,0.4275,1.7786,2.3276,12.49,14.2,2.4671,4.0312,10.40961131,4.011,26.4503,0.3474,0.154,0.6522,0.8155,0.1283,1.4465,4.1868,1.7753,0.0658,0.0003,9.5721,4174.5
4175,7.8266,26.4945,7.9435,0.2894,1.1311,1.7358,12.82,14.12,2.4685,4.0327,11.00848057,3.7659,26.9856,0.2667,0.1866,0.8369,0.5162,0.057,1.9873,4.8523,2.3283,0.159,0.0005,11.1908,4175
4175.5,7.7778,22.9649,6.2261,0.2308,0.8688,1.583,12,13.19,2.4844,4.1891,11.52911661,3.5291,27.323,0.1694,0.1866,0.8285,0.384,0.1348,2.5671,5.1657,2.7082,0.3531,0.0111,12.5085,4175.5
4176,7.7512,21.1169,5.0256,0.188,0.6946,1.5428,12.45,13.3,2.4826,4.322,11.90939929,3.3011,27.4544,0.0881,0.1528,0.8101,0.4145,0.2378,2.9684,5.3102,2.9661,0.528,0.0277,13.5037,4176
4176.5,7.7218,20.0566,4.2017,0.1552,0.5911,1.5445,12.75,13.51,2.4789,4.3719,12.45865724,3.1061,27.2584,0.0166,0.0734,0.7362,0.6797,0.3014,2.8588,5.6357,3.3617,0.455,0.0122,14.1307,4176.5
4177,7.7154,19.8689,3.8397,0.1393,0.5529,1.5764,13.17,13.37,2.4814,4.3541,13.12007067,2.9418,26.3624,0,0.018,0.6212,0.8759,0.3312,2.7945,5.9409,3.6309,0.3546,0.0005,14.5677,4177
4177.5,7.7207,19.9634,3.7298,0.134,0.5439,1.5982,13.92,13.6,2.4774,4.2417,13.72021201,2.8079,25.1374,0.0004,0.0085,0.4641,0.819,0.4325,2.9453,6.1881,3.776,0.3132,0,14.9471,4177.5
4178,7.7158,20.1363,3.8002,0.1329,0.5719,1.6034,15.08,14.22,2.4668,4.137,14.05512367,2.7009,23.7695,0.0017,0.0183,0.4402,0.6997,0.5132,3.1597,6.564,3.8256,0.269,0,15.4914,4178
4178.5,7.7147,20.3786,4.0431,0.1348,0.6403,1.5897,15.56,15.1,2.4518,4.1929,13.87879859,2.6322,22.8521,0.0011,0.0207,0.4057,0.5093,0.7364,3.4354,6.6682,3.8876,0.2619,0,15.9263,4178.5
4179,7.7045,20.5868,4.281,0.1353,0.714,1.5733,15.6,15.75,2.4407,4.2834,13.33915194,2.6002,22.3379,0.0019,0.04,0.3939,0.3392,0.8407,3.7696,6.5135,3.9216,0.3402,0,16.1606,4179
4179.5,7.7006,21.1161,4.5702,0.1408,0.7799,1.5868,14.62,15.89,2.4382,4.2589,12.76325088,2.5995,22.8314,0.0232,0.1465,0.3322,0.199,0.8495,3.8906,6.4534,3.9309,0.3929,0,16.2182,4179.5
4180,7.7056,20.7995,4.4353,0.1382,0.7494,1.5777,14.02,15.52,2.4447,4.1834,12.26176678,2.6174,24.2826,0.0594,0.1981,0.1622,0.1816,0.9975,3.6092,6.292,4.0102,0.4654,0.0001,15.9757,4180
4180.5,7.697,19.7307,4.1712,0.1296,0.7067,1.5099,13.14,14.08,2.4693,4.2436,11.79597173,2.6448,26.0237,0.0492,0.1005,0.0431,0.3026,1.1593,2.9411,6.142,4.1204,0.4756,0.0001,15.3339,4180.5
4181,7.7008,19.1388,3.8709,0.119,0.662,1.4993,12.56,11.24,2.5179,4.692,11.5135689,2.7047,30.3072,0.013,0.013,0.0094,0.5623,1.1028,2.3419,5.8932,4.1053,0.5157,0.0024,14.559,4181
4181.5,7.7077,18.707,3.57,0.1065,0.6257,1.4971,11.46,8.26,2.5687,5.4579,11.67597173,2.7518,32.9765,0.0018,0,0.0355,0.7207,0.9806,2.2293,5.1738,3.853,0.7813,0.0271,13.8031,4181.5
4182,7.721,19.4039,3.6508,0.1056,0.6557,1.5591,11.01,6.45,2.5997,6.1054,12.51908127,2.7818,32.6051,0.0013,0,0.1007,0.6681,0.6981,2.458,4.6445,3.4018,1.0385,0.102,13.113,4182
4182.5,7.7379,20.3183,3.7688,0.1034,0.7034,1.637,11.57,5.74,2.6119,6.3178,13.38360424,2.8095,30.5854,0.0058,0.0034,0.2887,0.5215,0.3247,2.6615,4.5918,2.9783,1.1872,0.2693,12.8322,4182.5
4183,7.7358,20.8497,3.9172,0.0999,0.7669,1.6772,12.78,7.24,2.5862,6.0689,13.94254417,2.8464,28.1308,0.0037,0.0112,0.4942,0.3574,0.1163,2.5498,4.7315,2.9789,1.284,0.3962,12.9232,4183
4183.5,7.7268,21.4431,4.1011,0.0981,0.8338,1.7098,13.42,10.48,2.5307,5.6934,14.22876325,2.8903,26.3906,0.002,0.0096,0.4175,0.2291,0.0554,2.2167,5.0399,3.4338,1.3614,0.3582,13.1236,4183.5
4184,7.7249,21.2642,4.1991,0.0978,0.866,1.6696,14.12,11.21,2.5183,5.6129,14.39943463,2.9554,25.8667,0.001,0.0028,0.2098,0.1428,0.0608,2.1469,5.1559,3.7084,1.6903,0.4259,13.5446,4184
4184.5,7.7299,21.448,4.3031,0.0955,0.9099,1.6629,14.14,9.93,2.5403,5.7199,14.51674912,3.0599,26.2093,0.0001,0.0002,0.0808,0.235,0.1438,2.006,5.0985,4.1304,2.0656,0.5078,14.2682,4184.5
4185,7.7418,21.5313,4.1639,0.0881,0.901,1.6908,14.89,11.36,2.5158,5.56,14.49081272,3.1941,26.9535,0,0,0.0995,0.4617,0.224,1.674,5.0437,4.6622,2.2258,0.5895,14.9804,4185
4185.5,7.7536,22.2835,4.0447,0.0808,0.8978,1.7949,14.39,14.19,2.4673,5.2088,14.33420495,3.3508,28.2446,0.0021,0.0052,0.0915,0.5558,0.2994,1.6332,4.9428,4.4948,2.3652,0.9681,15.3581,4185.5
4186,7.7689,23.8755,4.0606,0.0772,0.9196,1.9623,12.99,14.44,2.4631,5.128,13.97618375,3.5349,30.3953,0.0194,0.0598,0.0624,0.4901,0.3665,1.513,4.8835,4.3899,2.3919,1.1763,15.3528,4186
4186.5,7.7623,24.7504,4.2562,0.085,0.9442,2.0269,12.51,12.57,2.495,5.2141,13.30975265,3.7283,33.0758,0.0411,0.1279,0.121,0.4467,0.3171,1.2391,4.7892,4.8202,2.2596,0.8837,15.0456,4186.5
4187,7.7636,25.333,4.4432,0.0937,0.9621,2.0646,11.86,10.41,2.532,5.3604,12.32558304,3.9194,36.3576,0.0594,0.0696,0.1045,0.6302,0.3598,0.7077,4.5954,5.6863,1.9715,0.328,14.5124,4187
4187.5,7.7944,25.4286,4.5673,0.1025,0.9591,2.0656,11.68,8.77,2.56,5.6093,11.44374558,4.1031,39.0558,0.1045,0.0275,0.0307,0.8114,0.5022,0.4564,4.3344,5.8128,1.7614,0.1199,13.9612,4187.5
4188,7.8221,26.1315,4.7014,0.1122,0.9555,2.1344,11.17,9.1,2.5543,5.4901,10.54996466,4.2643,40.1179,0.0882,0.0112,0.0115,0.6424,0.6696,0.8919,3.9692,4.741,1.9294,0.3567,13.3111,4188
4188.5,7.8302,27.385,4.8472,0.1204,0.9625,2.2606,10.45,10.58,2.5291,5.0332,9.846855124,4.3861,39.1423,0.0473,0.0266,0.046,0.3461,0.6438,1.6035,3.6416,3.6419,2.0094,0.6338,12.64,4188.5
4189,7.8328,30.7234,5.4963,0.1409,1.0703,2.5466,9.39,9.82,2.542,4.8991,9.212791519,4.6262,48.0254,0.0305,0.1034,0.2087,0.1524,0.3187,2.0997,3.6098,2.9023,1.8476,0.7326,12.0057,4189
4189.5,7.8391,37.6917,6.8915,0.1808,1.3223,3.1158,8.44,7.46,2.5824,5.183,8.508904594,5.1627,122.5191,0.0046,0.1225,0.3805,0.0512,0.2384,2.2861,3.2703,2.6774,1.6754,0.503,11.2094,4189.5
4190,7.8513,46.5469,8.7783,0.2293,1.688,3.8126,7.67,6.47,2.5994,5.4164,7.842968198,5.5035,178.8349,0,0.0855,0.4417,0.1732,0.3525,2.2098,2.9154,2.4144,1.403,0.3663,10.3618,4190
4190.5,7.8878,53.5611,10.332,0.2676,1.9974,4.3584,6.6,6.34,2.6015,5.3428,7.473639576,5.82,180.2133,0.0008,0.0275,0.3808,0.4843,0.5561,2.0527,2.7351,1.7177,0.9715,0.5172,9.4437,4190.5
4191,7.9451,55.1288,10.7712,0.28,2.077,4.454,5.66,5.87,2.6095,5.1732,7.364805654,6.2323,202.9269,0.0191,0.0091,0.2365,0.8186,0.8316,1.8492,2.5228,1.2374,0.5028,0.5255,8.5526,4191
4191.5,7.984,49.1435,9.6504,0.2593,1.8205,3.9679,5.85,5.78,2.6111,5.1786,7.310600707,6.7153,243.5261,0.0694,0.0515,0.2667,1.1145,0.8528,1.8245,2.408,0.9291,0.1639,0.399,8.0794,4191.5
4192,8.0089,40.8498,8.0158,0.2183,1.4975,3.3008,6.81,6.41,2.6004,5.2888,7.515335689,7.2374,280.0596,0.1087,0.1737,0.3907,1.1065,0.8363,2.207,2.1371,0.6271,0.0801,0.2957,7.9629,4192
4192.5,7.9774,34.0084,6.5761,0.1829,1.2105,2.7624,7.79,7.53,2.5813,5.2689,7.550883392,7.7436,239.257,0.146,0.3963,0.4241,0.9771,0.9075,2.5217,2.0336,0.4438,0.0601,0.2527,8.1629,4192.5
4193,7.9492,29.4467,5.6492,0.1577,1.0372,2.402,8.03,8.23,2.5692,5.1625,7.343957597,8.1895,216.8736,0.142,0.4802,0.5012,0.9743,1.0995,2.5173,2.0903,0.4603,0.0385,0.2199,8.5235,4193
4193.5,7.9436,29.1514,5.6375,0.1629,1.0087,2.3699,7.51,7.51,2.5816,5.1786,6.936325088,8.5848,290.6979,0.0889,0.4654,0.6198,0.8478,1.2905,2.4573,1.9993,0.6521,0.0907,0.0829,8.5947,4193.5
4194,7.9848,30.7652,6.0336,0.1825,1.0408,2.4909,6.93,5.88,2.6094,5.2943,6.413710247,8.9317,515.7567,0.0601,0.5139,0.6963,0.5725,1.2123,2.4534,1.9266,0.7347,0.1158,0.0124,8.298,4194
4194.5,8.0754,32.6978,6.4868,0.2041,1.0816,2.6409,5.52,3.35,2.6527,5.4678,6.138162544,8.9804,294.5624,0.087,0.3865,0.6712,0.4707,0.8769,2.2687,1.8512,0.6833,0.0996,0.0052,7.4003,4194.5
4195,8.1325,34.3094,6.9973,0.2262,1.1379,2.7536,4.17,0.9,2.6946,5.7474,6.214416961,8.5947,117.9123,0.0617,0.1669,0.6472,0.5143,0.4524,1.8891,1.6631,0.5479,0.1091,0.0151,6.0668,4195
4195.5,8.1554,36.3233,7.9207,0.254,1.2978,2.8564,3.63,0.81,2.6962,5.8039,6.647844523,8.1369,76.7552,0.0488,0.0819,0.5673,0.52,0.226,1.316,1.5325,0.4215,0.057,0.0134,4.7844,4195.5
4196,8.1551,42.4198,9.9502,0.3109,1.6697,3.2654,4.11,2.63,2.665,5.3304,7.186289753,7.6274,57.3057,0.0203,0.0328,0.4345,0.6248,0.1542,0.9649,1.3676,0.2615,0.0162,0.0029,3.8797,4196
4196.5,8.1649,50.1552,12.5861,0.3826,2.1629,3.7682,5.49,4.78,2.6282,4.6561,7.80254417,6.8681,36.736,0.0013,0.0042,0.2165,0.7363,0.3135,0.9824,1.1636,0.1472,0.0309,0.0067,3.6026,4196.5
4197,8.1409,51.7881,13.4833,0.3985,2.3708,3.8226,7.72,7.74,2.5776,4.1908,8.405936396,6.6121,32.689,0,0.0028,0.1122,0.7561,0.5795,1.1673,1.2547,0.1308,0.0206,0.0115,4.0355,4197
4197.5,8.0155,45.7466,12.0878,0.3529,2.1463,3.3371,8.11,11.46,2.5141,3.9661,8.961413428,6.9992,43.8172,0,0.0097,0.1975,0.7197,0.6716,1.5395,1.6453,0.2448,0.0036,0.0045,5.0362,4197.5
4198,7.9129,34.5363,9.1955,0.2696,1.6275,2.4933,8.66,12.95,2.4885,4.0351,9.44664311,7.3,57.2883,0,0.015,0.1732,0.618,0.8848,2.0434,2.165,0.4846,0.0077,0.0002,6.3919,4198
4198.5,7.8732,27.0371,7.0801,0.2131,1.2268,1.9613,9.32,12.02,2.5044,4.3745,9.781837456,7.5022,69.9292,0.0004,0.0668,0.2923,0.3195,1.0658,2.7644,2.6067,0.7832,0.0713,0.0052,7.9756,4198.5
4199,7.8577,24.6581,6.217,0.1955,1.0374,1.8267,9.48,11.71,2.5097,4.7112,10.12727915,7.6109,74.9037,0.0008,0.1057,0.4666,0.1504,0.9928,3.6589,2.9061,0.9358,0.2346,0.0575,9.5092,4199
4199.5,7.8461,25.0469,6.1643,0.2018,0.9906,1.8743,9.63,12.1,2.503,5.0041,10.52303887,7.6724,72.809,0.0003,0.0412,0.4335,0.2723,0.938,4.1488,3.3409,0.9186,0.2745,0.1957,10.5638,4199.5
4200,7.8494,24.7684,6.0592,0.203,0.9517,1.86,9.58,11.03,2.5214,5.3414,10.97893993,7.7474,69.0429,0,0.0039,0.3922,0.5142,0.8069,4.1725,3.9155,0.9107,0.17,0.2483,11.1342,4200
4200.5,7.8591,24.1949,5.8918,0.1985,0.9198,1.8257,9.35,8.82,2.5592,5.5707,10.89102473,7.9236,69.1823,0.0001,0.0014,0.2811,0.8126,0.7621,3.9766,4.3368,0.8145,0.106,0.1758,11.267,4200.5
4201,7.8642,23.7671,5.7778,0.1937,0.9069,1.7959,8.93,8.33,2.5675,5.4098,10.00240283,8.2054,72.6093,0.0092,0.0143,0.128,0.8962,1.0283,3.7053,4.3781,0.7375,0.0731,0.0795,11.0495,4201
4201.5,7.8812,23.117,5.6448,0.1877,0.8931,1.7447,8.67,10.11,2.5371,5.0077,9.168904594,8.6173,79.3603,0.0708,0.1244,0.1553,0.7084,1.2685,3.6108,3.946,0.6377,0.0334,0.1097,10.665,4201.5
4202,7.942,24.0466,5.9766,0.1975,0.952,1.7941,7.32,11.27,2.5173,4.8166,8.696537102,8.982,73.4073,0.1288,0.2823,0.2923,0.6173,1.3509,3.3989,3.3239,0.5238,0.0376,0.1495,10.1053,4202
4202.5,7.9858,27.0664,6.9212,0.2323,1.0852,1.9804,5.72,9.75,2.5434,4.8845,8.424734982,8.9653,48.5599,0.0981,0.2968,0.3378,0.6859,1.3137,2.916,2.6661,0.4159,0.0375,0.1591,8.9269,4202.5
4203,8.054,32.1711,8.5167,0.2932,1.3002,2.2976,4.56,6.34,2.6015,5.0081,8.29024735,8.7928,33.3266,0.0387,0.1963,0.3791,0.7948,1.1783,2.2962,2.0536,0.3768,0.0357,0.119,7.4685,4203
4203.5,8.1002,39.3501,10.4506,0.372,1.5375,2.7894,4.49,3.73,2.6462,4.956,8.18614841,8.6846,27.0733,0.0088,0.1243,0.5263,0.858,0.9368,1.658,1.515,0.3677,0.034,0.0387,6.0676,4203.5
4204,8.1368,46.2165,12.4865,0.4461,1.8284,3.2541,5.18,3.49,2.6504,4.6704,8.266501767,8.4851,22.9089,0.0457,0.1244,0.4646,0.777,0.7607,1.141,1.0073,0.31,0.0255,0.0119,4.6681,4204
4204.5,8.1376,49.0871,13.5832,0.4873,1.9789,3.4335,5.95,4.21,2.638,4.3746,8.349187279,8.1492,19.008,0.1924,0.3217,0.1853,0.5467,0.7886,0.8081,0.7128,0.2748,0.0292,0.0109,3.8705,4204.5
4205,8.1353,46.6994,13.2072,0.4793,1.8972,3.2432,6.06,5.06,2.6235,4.2977,8.282968198,9.4628,23.0494,0.2959,0.5376,0.0823,0.3713,0.7303,0.901,0.6214,0.2178,0.0366,0.0508,3.845,4205
4205.5,8.1141,38.2691,10.9207,0.4076,1.5148,2.6407,5.34,6.42,2.6001,4.4677,7.880424028,13.3243,43.1319,0.2943,0.6347,0.1216,0.2682,0.703,1.2059,0.7389,0.2108,0.0331,0.1042,4.3147,4205.5
4206,8.0823,29.1931,8.0879,0.3131,1.0683,2.0355,4.68,7.22,2.5866,4.7068,6.874840989,17.5708,79.4145,0.2339,0.576,0.2506,0.1517,0.8496,1.4428,0.9821,0.2979,0.0281,0.0888,4.9015,4206
4206.5,8.0622,23.2934,6.251,0.2471,0.8014,1.6499,4.02,7.16,2.5875,4.8799,6.187420495,19.3237,87.0994,0.1711,0.4896,0.4833,0.1738,0.7224,1.7451,1.1949,0.3359,0.0305,0.0523,5.3989,4206.5
4207,8.0766,23.4151,5.9838,0.2392,0.7541,1.7033,3.4,6.42,2.6002,4.935,6.280848057,19.1071,68.7648,0.1158,0.3613,0.6145,0.2797,0.4877,1.7765,1.3445,0.2948,0.0201,0.0319,5.3268,4207
4207.5,8.0979,28.9458,7.282,0.2911,0.9177,2.1309,2.94,4.39,2.6349,4.951,6.603180212,17.3384,46.731,0.284,0.2279,0.5134,0.4128,0.3947,1.5974,1.1642,0.1868,0.0322,0.0725,4.8859,4207.5
4208,8.1176,35.7059,9.0841,0.3632,1.1442,2.6285,2.78,2.33,2.6702,4.8874,7.084028269,15.2706,33.4292,0.4857,0.1073,0.3219,0.4362,0.4055,1.3284,0.7553,0.1063,0.0506,0.0912,4.0884,4208
4208.5,8.1376,42.771,11.1984,0.4452,1.4229,3.1114,3.25,1.68,2.6812,4.6212,7.82819788,13.0034,24.911,0.6122,0.0256,0.2238,0.3263,0.3846,0.8798,0.3675,0.0753,0.0284,0.0388,2.9623,4208.5
4209,8.1476,48.7133,13.1451,0.5177,1.6936,3.4822,4.12,2.12,2.6737,4.407,8.598657244,11.05,19.8261,0.6997,0.024,0.1289,0.1944,0.3757,0.4905,0.1258,0.0327,0.0049,0.0131,2.0897,4209
