DEPT.F,GR son ,DTC .uspf ,PHISD,DEPT,NPHI,NPHD,DPHD,CALI,GR,GRTO,GRTC,POTA,URAN,THOR,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,CBW,BVI,FF,PHIe,PHItmri,PHIs,PHIr
4205,15.42930031,54.95539856,7.873126158,4205,8.9015,7.5009,9.509,7.9531,15.6258,11.333,6.3239,0.2804,0.8016,0.7471,0.011,0.0987,0.4851,0.6245,0.8054,1.5311,2.2874,1.8717,0.6764,0.1019,0.0616,1.1926,7.3481,8.5407,8.6023,7.873126158,8.149130652
4205.5,15.86310005,54.75500107,7.735395923,4205.5,9.2007,7.7923,9.8421,7.9307,15.2496,11.8445,6.5191,0.2949,0.851,0.7427,0.0007,0.1087,0.578,0.3823,0.7177,1.6417,2.4573,2.1868,0.6881,0.039,0.0244,0.9041,7.9776,8.8816,8.9061,7.735395923,8.472575305
4206,17.67009926,55.17359924,8.023092263,4206,8.6771,7.2822,9.7276,7.9492,16.8749,14.1524,7.7364,0.3496,1.027,0.883,0.0436,0.2129,0.525,0.2104,0.557,1.8286,2.7024,2.297,0.7189,0.0716,0.0731,0.6795,8.4531,9.1326,9.2058,8.023092263,8.682961087
4206.5,18.71520042,55.70930099,8.391272161,4206.5,8.0704,6.69,10.8799,7.9426,23.5684,16.7776,9.0599,0.404,1.2354,1.0594,0.126,0.3844,0.502,0.1077,0.3728,2.0856,2.9475,1.9199,0.7074,0.229,0.1638,0.6666,8.5304,9.197,9.3608,8.391272161,8.620193037
4207,20.9218998,56.15000153,8.694159124,4207,7.7417,6.3687,11.6037,7.9548,29.4807,18.4541,9.884,0.4301,1.371,1.2067,0.1913,0.5628,0.3026,0.0662,0.2348,2.3414,3.2093,1.1089,0.6658,0.5468,0.1996,0.8527,8.1599,9.0127,9.2122,8.694159124,8.384546418
4207.5,25.83069992,55.45600128,8.217183012,4207.5,7.9291,6.552,9.7967,7.9473,28.3951,17.9362,9.4277,0.3969,1.3496,1.214,0.1224,0.4952,0.2619,0.18,0.3951,2.1842,3.0853,0.954,0.6264,0.5522,0.1285,1.2218,7.4993,8.7211,8.8496,8.217183012,8.081956924
4208,29.07740021,55.18299866,8.029552342,4208,7.9781,6.5998,8.1395,7.9577,23.8852,16.3568,8.3061,0.3388,1.2654,1.1212,0.0205,0.2668,0.4034,0.5391,0.9979,1.462,2.4731,1.4335,0.5823,0.2545,0.0615,1.6723,6.8007,8.473,8.5345,8.029552342,7.887978223
4208.5,24.81559944,54.99169922,7.898075064,4208.5,7.6574,6.2863,7.9749,7.9698,21.095,14.9647,7.4149,0.2955,1.1753,1.0341,0.0382,0.2647,0.229,0.7436,1.5747,0.9589,1.8442,1.9676,0.6091,0.071,0.1034,1.9079,6.4677,8.3756,8.479,7.898075064,7.953667779
4209,20.22739983,55.36880112,8.157251627,4209,7.4813,6.1139,8.1503,7.9691,18.9281,13.6039,6.6498,0.2626,1.0724,0.9388,0.1785,0.555,0.1629,0.7083,1.7279,0.7087,1.4724,2.3542,0.7429,0.0383,0.2564,1.7842,6.7343,8.5184,8.7749,8.157251627,8.152405826
4209.5,19.31640053,56.04199982,8.619931146,4209.5,7.9635,6.5855,8.5229,7.9241,15.6237,12.1882,6.0275,0.2383,0.9501,0.8497,0.3355,0.8018,0.2706,0.3375,1.4602,1.1995,1.3085,2.1738,1.0473,0.1642,0.4108,1.4452,7.3433,8.7885,9.1993,8.619931146,8.504276455
4210,18.31459999,56.86159897,9.183229532,4210,8.6555,7.2611,9.4909,7.9192,13.2838,11.8361,5.9693,0.235,0.9077,0.8461,0.3202,0.7936,0.5422,0.0314,0.7392,1.9434,1.6359,1.5944,1.2443,0.5321,0.3694,1.193,7.8723,9.0653,9.4347,9.183229532,8.990144739
4210.5,16.42770004,57.3891983,9.545840758,4210.5,8.3751,6.9875,11.4289,7.894,16.6283,13.8306,6.9163,0.2682,1.0785,0.9995,0.1571,0.7041,0.8547,0.0067,0.3269,2.1249,2.0834,1.1777,1.181,0.8187,0.1903,1.1302,8.1766,9.3068,9.4971,9.545840758,9.397671455
4211,16.52179909,57.78229904,9.816013087,4211,7.8646,6.4888,13.8555,7.9015,28.2296,19.6737,9.7195,0.371,1.5557,1.4327,0.0502,0.6431,1.0596,0.003,0.2463,2.264,2.1712,0.9109,1.1619,0.9729,0.071,1.0939,8.3218,9.4157,9.4867,9.816013087,9.577441287
4211.5,23.46080017,57.49470139,9.618351468,4211.5,7.7251,6.3524,14.9671,7.9251,41.5066,26.0052,12.7134,0.4766,2.0711,1.9156,0.0138,0.4863,1.1103,0.0087,0.3917,2.4038,1.9139,1.0348,1.1989,0.8038,0.036,1.0022,8.3151,9.3174,9.3533,9.618351468,9.37173597
4212,35.12379837,57.27569962,9.467834787,4212,7.8241,6.4493,14.4494,7.9426,46.9904,28.8522,14.1396,0.5232,2.2813,2.1628,0.0037,0.334,1.2001,0.0385,0.4732,2.5276,1.531,1.2993,1.1944,0.4714,0.0883,0.988,8.0644,9.0524,9.1407,9.467834787,8.512271972
4212.5,43.57910156,56.10739899,8.664879029,4212.5,7.6402,6.2694,12.402,7.9523,39.814,25.7403,12.8803,0.4683,1.9943,2.0097,0.0061,0.3499,1.2363,0.0862,0.4168,2.3422,1.5785,1.2908,1.0956,0.3731,0.2516,1.1569,7.441,8.5979,8.8495,8.664879029,7.548865543
4213,41.08010101,54.74119949,7.725910305,4213,6.9984,5.6408,8.8394,7.9692,26.5088,19.1022,9.6833,0.3493,1.4649,1.5241,0.0305,0.1686,1.1116,0.2081,0.3571,1.9086,1.5937,1.0906,1.02,0.379,0.4073,1.3043,6.5973,7.9016,8.3089,7.725910305,7.061827323
4213.5,28.42959976,53.68939972,7.003023862,4213.5,6.2347,4.8912,6.7246,7.96,17.8322,13.1519,6.6867,0.2415,1.0069,1.0511,0.0598,0.1001,1.0412,0.3107,0.3315,1.4692,1.4451,1.2289,1.0162,0.3568,0.3797,1.3066,6.0244,7.331,7.7108,7.003023862,7.060883371
4214,18.80509949,52.74440002,6.353539536,4214,6.3359,4.9906,6.9451,7.9562,14.5097,10.0454,5.1195,0.1847,0.7648,0.8057,0.0659,0.1688,0.818,0.2486,0.5499,0.8995,1.1184,1.8045,1.1112,0.1801,0.2423,1.1315,5.8667,6.9982,7.2405,6.353539536,7.232435911
4214.5,16.42690086,52.57839966,6.239449937,4214.5,7.3135,5.9496,8.1229,7.9612,13.6871,9.5834,4.8397,0.1758,0.7322,0.7561,0.107,0.2715,0.4977,0.1686,0.7164,0.7201,1.028,2.0755,1.1865,0.1606,0.2669,0.8471,6.1332,6.9803,7.2472,6.239449937,7.580148794
4215,16.1121006,52.8260994,6.409690306,4215,8.2571,6.8724,10.4192,7.9674,14.2456,9.3933,4.749,0.1694,0.7173,0.7565,0.2264,0.4852,0.2651,0.0565,0.5687,1.1068,1.3033,1.6631,1.2416,0.5436,0.5764,0.5843,6.6507,7.235,7.8114,6.409690306,7.968179355
4215.5,16.62339973,53.48089981,6.859724956,4215.5,9.3017,7.8906,12.3789,7.939,14.2581,9.8031,5.0418,0.1758,0.7373,0.8224,0.283,0.36,0.2182,0.0129,0.4458,1.634,1.551,1.0301,1.1676,1.0531,1.0998,0.3221,7.2234,7.5455,8.6454,6.859724956,7.877893829
4216,16.74580002,54.40629959,7.495738551,4216,8.7333,7.3369,12.293,7.9503,14.3143,10.9869,5.6369,0.1931,0.8303,0.9357,0.3376,0.114,0.1909,0.0446,0.5958,1.9672,1.7639,0.9092,1.0038,1.2869,1.644,0.126,7.8133,7.9393,9.5833,7.495738551,7.660514868
4216.5,16.37779999,55.24580002,8.072714789,4216.5,8.365,6.9777,11.0775,7.956,16.9061,12.5701,6.509,0.2218,0.9379,1.086,0.2768,0.112,0.2747,0.1507,0.6955,1.8398,2.0479,1.2065,0.886,1.078,1.907,0.0995,8.2733,8.3728,10.2798,8.072714789,7.535787635
4217,18.6977005,55.81689835,8.465222231,4217,8.3505,6.9635,9.9337,7.9516,20.1162,13.9681,7.0076,0.2396,1.0663,1.1654,0.1279,0.1458,0.4899,0.4786,0.4448,1.404,2.7466,1.7082,0.7264,0.6007,1.8418,0.1606,8.5462,8.7068,10.5486,8.465222231,7.463617277
4217.5,22.34749985,55.91529846,8.532851177,4217.5,8.4621,7.0725,9.5702,7.9389,20.2099,13.9954,6.7431,0.2313,1.1039,1.1179,0.0654,0.1452,0.6229,0.6625,0.1577,1.179,3.139,1.9051,0.7182,0.2945,1.5407,0.2798,8.4923,8.772,10.3127,8.532851177,7.244095822
4218,22.4673996,55.62310028,8.332027684,4218,8.1199,6.7383,9.4104,7.9389,18.099,13.3849,6.1154,0.2093,1.1079,1.0159,0.0097,0.1005,0.7336,0.6081,0.019,0.9867,3.335,1.921,0.7292,0.1602,1.3155,0.4201,8.2074,8.6275,9.943,8.332027684,6.936410026
4218.5,20.28899956,55.22370148,8.057526788,4218.5,7.9176,6.5407,8.2012,7.9438,16.6501,12.5219,5.4486,0.1857,1.0804,0.9091,0.0057,0.1538,0.8023,0.3441,0.0065,1.018,3.2952,1.8332,0.7179,0.2351,1.3599,0.4649,7.988,8.4529,9.8128,8.057526788,6.701603145
4219,19.73940086,54.87590027,7.818488157,4219,7.8122,6.4376,7.3164,7.9327,17.3558,11.6715,4.9195,0.1657,1.0374,0.8298,0.0148,0.2208,0.9072,0.0513,0.0206,1.2591,3.0406,1.5513,0.6917,0.5657,1.6107,0.3759,8.0105,8.3863,9.997,7.818488157,6.697005723
4219.5,18.75769997,54.95080185,7.869966907,4219.5,7.7007,6.3286,8.1455,7.9283,18.5424,11.5621,4.7345,0.1572,1.0502,0.8098,0.0246,0.2408,0.924,0.011,0.0426,1.4988,2.8679,1.2496,0.6895,0.867,1.734,0.2732,8.1682,8.4414,10.1755,7.869966907,6.939436719
4220,17.43700027,55.06370163,7.947561257,4220,8.0679,6.6876,9.0344,7.9254,19.423,13.1735,5.2449,0.1739,1.2151,0.8979,0.0539,0.3683,0.9041,0.0006,0.0847,1.5779,2.567,1.3132,0.8705,0.7928,1.5045,0.3351,8.1445,8.4796,9.9842,7.947561257,7.374755366
4220.5,18.04820061,55.77470016,8.436220045,4220.5,8.2431,6.8587,8.8839,7.9401,22.2355,17.8004,7.0155,0.2365,1.6487,1.1825,0.0841,0.4728,0.8398,0.0273,0.1634,1.5339,2.3697,1.4387,0.9924,0.6021,1.1692,0.599,7.8269,8.4259,9.5951,8.436220045,7.761616275
4221,23.01609993,56.36130142,8.839382421,4221,8.0449,6.6651,8.4822,7.9711,33.7456,26.6306,10.4689,0.3618,2.4664,1.7227,0.1513,0.4582,0.7143,0.4366,0.2721,1.2123,2.5276,1.298,0.9503,0.4377,0.9181,1.0792,7.2002,8.2794,9.1974,8.839382421,8.142730052
4221.5,34.10039902,57.73759842,9.78529101,4221.5,7.3043,5.9406,8.6288,7.9514,56.5078,37.5297,14.8615,0.5201,3.4641,2.415,0.1448,0.2528,0.5773,0.9694,0.3278,0.9578,2.6183,1.2271,0.8103,0.3269,0.921,1.5145,6.5476,8.0622,8.9832,9.78529101,8.450066592
4222,49.89189911,59.14179993,10.75037796,4222,7.0992,5.7396,11.0703,7.9302,71.6714,46.0551,18.302,0.6419,4.2593,2.9672,0.1901,0.0652,0.5283,1.525,0.4393,0.8877,2.4394,1.0353,0.6266,0.2877,1.1285,1.7063,6.2133,7.9196,9.0481,10.75037796,8.380446828
4222.5,66.17970276,59.43360138,10.95092878,4222.5,6.4272,5.0803,14.6307,7.9322,69.9355,48.4644,19.2322,0.6696,4.4967,3.1415,0.2098,0.1935,0.6052,1.5796,0.5733,0.8845,2.1817,0.9565,0.5893,0.3203,1.3157,1.6835,6.2548,7.9382,9.2539,10.95092878,7.969758942
4223,71.57150269,59.17610168,10.77395305,4223,5.733,4.3977,15.4454,7.9566,62.8259,43.773,17.292,0.6044,4.0761,2.8132,0.3283,0.7712,0.6704,0.9036,0.8799,1.3182,1.4802,0.6618,0.7515,0.612,1.3016,1.3568,6.6225,7.9794,9.2809,10.77395305,7.428455139
4223.5,65.5134964,58.53369904,10.3324392,4223.5,5.4018,4.0714,13.6187,7.9488,52.0765,35.03,13.7567,0.4806,3.2703,2.2391,0.4782,0.7954,0.8982,0.3999,0.9071,1.6701,1.0883,0.5134,0.9203,0.8338,1.2149,0.819,7.0445,7.8635,9.0785,10.3324392,6.892471829
4224,53.66820145,57.48789978,9.613676825,4224,5.7512,4.4155,10.9343,7.9611,39.5346,26.2945,10.3301,0.3608,2.4546,1.6819,0.6699,0.3699,0.8608,0.0842,0.8361,1.823,0.8765,0.5172,1.1187,1.0617,1.0753,0.353,7.1496,7.5026,8.5779,9.613676825,6.471796246
4224.5,42.66809845,56.27220154,8.778145387,4224.5,6.0753,4.7344,8.4407,7.9612,28.1528,19.416,7.6975,0.2674,1.8047,1.2602,0.5731,0.2076,0.6128,0.0296,0.5965,1.7367,1.0081,0.7601,1.2279,0.9725,0.9212,0.1597,6.9103,7.07,7.9912,8.778145387,6.272814551
4225,31.59720039,55.3526001,8.146116906,4225,6.0499,4.7094,7.8526,7.9543,19.7806,15.598,6.2421,0.2195,1.4423,1.0093,0.4272,0.0715,0.1836,0.0074,0.3555,1.681,1.2163,0.8544,1.328,0.9047,0.7631,0.1176,6.5582,6.6758,7.4389,8.146116906,6.114829139
4225.5,20.44309998,54.99850082,7.902749707,4225.5,6.1907,4.8479,9.1492,7.9437,17.8534,13.0976,5.2397,0.1888,1.2131,0.8257,0.4007,0.1214,0.0313,0.0011,0.212,1.6126,1.3821,0.8013,1.3249,0.947,0.5413,0.2,6.3154,6.5154,7.0567,7.902749707,6.053022723
4226,15.83399963,55.04339981,7.933608117,4226,6.6442,5.2934,10.1181,7.9627,18.6771,11.961,4.7396,0.1761,1.1125,0.7215,0.2425,0.2857,0.0698,0.0005,0.093,1.3911,1.4949,0.8719,1.3645,1.0023,0.3104,0.3814,6.2082,6.5897,6.9001,7.933608117,6.157519858
4226.5,16.12549973,55.05550003,7.94192442,4226.5,6.7275,5.3751,10.4674,7.9818,16.5789,10.3007,3.9467,0.1493,0.982,0.588,0.1255,0.4236,0.1231,0.0008,0.1199,1.1546,1.361,1.1553,1.515,0.8943,0.2081,0.5561,6.1546,6.7107,6.9188,7.94192442,6.278115129
4227,16.52680016,55.00939941,7.910240147,4227,6.6762,5.3248,10.6997,7.9649,12.5094,8.7826,3.3096,0.1245,0.856,0.4966,0.1912,0.5172,0.0949,0.0006,0.0832,0.806,1.312,1.4832,1.6238,0.7911,0.3056,0.6166,6.0651,6.6817,6.9873,7.910240147,6.383265407
4227.5,15.95890045,54.69079971,7.691271281,4227.5,6.1723,4.8298,10.1277,7.9384,9.9863,8.3065,3.2071,0.1215,0.812,0.4773,0.3059,0.4821,0.0525,0.0028,0.1241,0.6333,1.2295,1.849,1.6501,0.5721,0.5756,0.6165,5.9494,6.5659,7.1415,7.691271281,6.672688608
4228,13.88129997,54.66450119,7.673196694,4228,6.1886,4.8459,8.9255,7.9544,10.2986,8.2934,3.4128,0.1316,0.7921,0.497,0.3891,0.3355,0.0072,0.0089,0.3505,0.5181,0.9909,2.5027,1.5835,0.1685,0.8348,0.6414,5.8886,6.53,7.3648,7.673196694,7.199455492
4228.5,10.29810047,54.84550095,7.797595152,4228.5,6.5277,5.179,8.3168,7.9592,11.7784,9.2011,4.2369,0.166,0.8242,0.6042,0.3823,0.3284,0.0019,0.0353,0.4762,0.5063,1.1445,2.6286,1.3861,0.1052,0.7551,0.7421,6.0045,6.7466,7.5018,7.797595152,7.91671166
4229,9.662799835,55.82830048,8.473058746,4229,7.0566,5.6979,9.3638,7.9567,13.4622,10.4701,5.1668,0.2047,0.896,0.7263,0.304,0.2265,0.0603,0.2479,0.8254,0.4096,1.4768,2.8797,1.0169,0.0342,0.4946,0.9445,6.3174,7.2619,7.7565,8.473058746,8.530362556
4229.5,11.93939972,57.10139847,9.348040184,4229.5,8.1405,6.7585,11.3248,7.9321,17.6769,13.1874,6.8546,0.2698,1.0897,0.9718,0.1697,0.1992,0.209,0.4473,0.7802,0.4889,1.9847,2.9298,0.7271,0.0071,0.2608,1.1342,6.8224,7.9566,8.2175,9.348040184,8.830299691
4230,15.74740028,58.35499954,10.20962168,4230,8.9807,7.578,12.6048,7.9396,22.0877,15.942,8.5518,0.3298,1.288,1.2449,0.0243,0.1026,0.4591,0.7298,0.4997,1.0109,2.7985,2.5964,0.467,0.0056,0.084,1.2937,7.4466,8.7403,8.8243,10.20962168,9.060712496
4230.5,19.48959923,59.30820084,10.86474284,4230.5,9.6859,8.2643,13.1489,7.9682,22.6523,17.0143,9.2535,0.3479,1.3557,1.3895,0.0039,0.101,0.7899,0.6904,0.3658,1.5832,3.0744,2.2786,0.4116,0.0112,0.0437,1.2958,8.156,9.4518,9.4955,10.86474284,9.124499223
4231,21.43810081,59.94800186,11.30446863,4231,9.7926,8.368,13.1068,7.9766,20.8238,16.9683,9.2598,0.3474,1.3411,1.3938,0.0681,0.3581,1.051,0.3484,0.3275,2.6612,3.0917,1.5697,0.5276,0.1096,0.1567,1.0595,8.9462,10.0057,10.1624,11.30446863,8.900015365
4231.5,22.06270027,60.13700104,11.43436497,4231.5,9.4001,7.9864,12.2655,7.9542,19.7423,16.0884,8.615,0.3297,1.287,1.2662,0.2563,0.4586,1.0021,0.1861,0.3583,3.2894,3.1008,1.0543,0.6103,0.1909,0.4712,0.6934,9.5295,10.2228,10.694,11.43436497,8.530485348
4232,22.52899933,59.73649979,11.15910638,4232,9.6107,8.1913,11.3619,7.9536,23.0477,16.3246,8.287,0.338,1.3578,1.1188,0.5869,0.3753,0.9874,0.056,0.2178,3.6301,3.5283,0.7332,0.4802,0.218,0.9287,0.3828,9.861,10.2437,11.1724,11.15910638,8.134531172
4232.5,23.37590027,59.19179916,10.78474169,4232.5,10.0561,8.6239,11.2577,7.9805,26.0476,16.7208,8.0515,0.344,1.4362,1.0129,0.4863,0.3369,1.0175,0.0603,0.1353,3.3293,3.9148,0.8867,0.3397,0.1832,1.2772,0.3202,9.913,10.2332,11.5104,10.78474169,7.795415213
4233,25.43099976,58.73880005,10.4734021,4233,10.0874,8.6544,11.4641,7.9931,23.931,15.3443,7.1022,0.3099,1.3487,0.8629,0.1536,0.3635,0.9754,0.1324,0.0529,2.5082,4.4596,1.3586,0.1697,0.1903,1.3833,0.4785,9.7546,10.2331,11.6164,10.4734021,7.485305879
4233.5,26.26619911,57.92359924,9.913126628,4233.5,9.9785,8.5486,11.2195,7.9566,19.3923,13.4838,6.0478,0.2661,1.2033,0.7241,0.0499,0.3371,0.8603,0.2033,0.0288,1.9715,4.5624,1.8555,0.1858,0.1511,1.1106,0.6924,9.5389,10.2313,11.3419,9.913126628,7.025963952
4234,23.39089966,57.55960083,9.662955897,4234,9.9146,8.4865,11.2871,7.9303,16.0929,11.3019,4.987,0.2182,1.0173,0.6031,0.0854,0.4566,0.5882,0.2575,0.0564,1.5743,4.3226,2.4619,0.4132,0.1368,0.6099,0.7924,9.4802,10.2725,10.8824,9.662955897,6.686262733
4234.5,18.31049919,56.38909912,8.858487368,4234.5,9.3948,7.9812,11.6307,7.9572,15.3029,11.074,4.7991,0.2092,1.0087,0.584,0.074,0.4111,0.446,0.2668,0.1247,1.5009,4.0743,2.7072,0.5882,0.1622,0.2761,0.7668,9.4519,10.2187,10.4949,8.858487368,6.621236349
4235,15.37849998,55.54370117,8.27745785,4235,8.7188,7.3229,11.3393,7.9477,15.732,12.0835,5.1088,0.2219,1.1192,0.6257,0.0651,0.3313,0.3137,0.1561,0.3175,1.536,3.3962,2.8915,0.8903,0.1199,0.2712,0.7259,9.185,9.9109,10.1821,8.27745785,6.748613435
4235.5,15.23939991,55.76649857,8.430583207,4235.5,7.9273,6.5502,10.7805,7.9155,17.1247,16.1094,6.6211,0.2862,1.5189,0.8171,0.0353,0.2444,0.2916,0.1703,0.4526,1.5074,2.9369,2.7549,1.0024,0.1347,0.4881,0.737,8.643,9.3799,9.8681,8.430583207,6.914926043
4236,16.31450081,55.54339981,8.277250729,4236,7.5385,6.1699,10.2393,7.9324,23.8509,27.3878,10.9968,0.476,2.6189,1.3543,0.0114,0.2506,0.378,0.3371,0.6412,1.2665,2.3582,2.3803,0.9588,0.1158,0.7822,0.8181,7.8834,8.7015,9.4836,8.277250729,7.107404101
4236.5,21.44650078,56.13949966,8.68694135,4236.5,7.498,6.1303,9.9245,7.9534,47.4271,45.9881,18.4656,0.8051,4.3842,2.2464,0.0458,0.4852,0.423,0.3871,0.7419,1.2681,1.9324,1.8722,0.8765,0.1505,1.0568,0.8922,7.1378,8.03,9.0868,8.68694135,7.263626826
4237,39.55789948,56.03789902,8.617112727,4237,8.2219,6.8379,9.9494,7.9551,88.646,64.3206,26.1715,1.155,6.0385,3.1182,0.1163,0.6746,0.8274,0.4645,0.5436,1.2773,1.4629,1.0802,0.7417,0.2782,1.6487,0.8501,6.5014,7.3515,9.0002,8.617112727,7.172773123
4237.5,72.27100372,55.73410034,8.408316386,4237.5,9.0814,7.6762,9.8187,7.9574,116.09,69.22,28.5453,1.2633,6.3922,3.3841,0.1557,0.6031,1.1437,0.5742,0.2338,1.0071,1.5558,0.7668,0.5675,0.4065,2.4088,0.6967,6.0933,6.79,9.1988,8.408316386,6.604936155
4238,105.0131989,55.28430176,8.099176466,4238,9.1108,7.7048,9.0662,7.9569,94.3592,56.0444,23.1848,1.0283,5.1269,2.7381,0.245,0.4475,1.3894,0.4314,0.0279,0.5966,1.8114,0.4941,0.458,0.6327,2.8391,0.5152,5.8874,6.4027,9.2418,8.099176466,6.084780388
4238.5,100.0044022,54.56790161,7.606805231,4238.5,7.1253,5.7652,7.3539,7.9453,47.4936,35.8074,14.6468,0.6567,3.2883,1.6959,0.212,0.3241,1.4787,0.2316,0.0035,0.4929,1.9077,0.5593,0.6113,0.6465,2.6566,0.3923,6.0211,6.4134,9.07,7.606805231,6.04411297
4239,57.29470062,53.66360092,6.98529273,4239,6.4862,5.1383,5.9512,7.9519,21.795,18.829,7.5764,0.3445,1.746,0.8544,0.0843,0.2384,1.2175,0.0942,0.0066,0.8381,1.9895,0.6259,0.875,0.8098,1.8386,0.3373,6.4315,6.7688,8.6074,6.98529273,5.983372443
4239.5,25.46010017,52.9598999,6.501649417,4239.5,6.2935,4.949,6.5609,7.9697,18.8588,12.8072,5.1262,0.2384,1.1884,0.553,0.0552,0.2461,0.9228,0.0648,0.0235,1.2733,1.929,0.6505,1.0529,0.9922,0.9531,0.3741,6.8588,7.2329,8.186,6.501649417,6.090392402
4240,17.18720055,52.57619858,6.237937167,4240,6.19,4.8472,8.4897,7.953,19.9941,12.2983,4.9245,0.2333,1.1404,0.511,0.0087,0.095,0.5549,0.2368,0.088,1.6133,1.7777,0.8838,1.3671,0.9873,0.3527,0.4815,7.096,7.5775,7.9302,6.237937167,6.222184824
4240.5,15.97970009,52.30070114,6.04859185,4240.5,6.255,4.9111,9.5054,7.9339,17.5418,12.2143,4.9115,0.2376,1.1311,0.4864,0.0065,0.0545,0.3998,0.3277,0.2024,1.7289,1.6799,0.8207,1.3989,1.0902,0.1725,0.6237,7.0223,7.6461,7.8185,6.04859185,5.964309708
4241,16.80410004,52.03210068,5.86398672,4241,6.1071,4.7658,8.2264,7.9187,14.5183,11.9191,4.8277,0.2359,1.0996,0.4667,0.0042,0.0311,0.1599,0.4116,0.3589,1.5608,1.7877,0.7945,1.2767,1.0799,0.2343,0.7652,6.6741,7.4394,7.6736,5.86398672,5.662940674
4241.5,17.21209908,52.52899933,6.20549782,4241.5,5.6915,4.3567,6.3681,7.9458,14.739,11.4559,4.693,0.2276,1.0524,0.4619,0.0032,0.0142,0.0416,0.3908,0.4557,1.5024,1.8095,0.6139,1.0993,1.2036,0.2496,0.8057,6.2509,7.0565,7.3061,6.20549782,5.561257268
4242,15.94229984,52.16730118,5.956908026,4242,5.5364,4.204,6.2466,7.9241,17.2947,12.7454,5.3532,0.2511,1.1501,0.5671,0.0157,0.0455,0.0096,0.2204,0.6082,1.8153,1.3768,0.1524,0.7313,1.5973,0.1596,0.793,5.816,6.609,6.7686,5.956908026,5.78027931
4242.5,15.09710026,52.35919952,6.088796924,4242.5,5.7026,4.3677,7.0821,7.9184,20.5746,15.9788,7.2838,0.3247,1.3558,0.8523,0.0439,0.1864,0.0432,0.1417,0.7279,1.8414,1.0092,0.1005,0.6854,1.517,0.1539,0.8417,5.4818,6.3236,6.4775,6.088796924,6.146551155
4243,18.25720024,52.93040085,6.481375154,4243,6.158,4.8158,7.0212,7.9473,27.0743,19.7368,9.8105,0.4219,1.5548,1.2212,0.1871,0.6055,0.2185,0.0518,1.2459,1.5212,0.3764,0.4488,1.0183,0.7641,0.2957,1.0072,5.3369,6.3441,6.6398,6.481375154,6.167515817
4243.5,26.18460083,54.41690063,7.503024491,4243.5,6.4241,5.0772,6.8385,7.9642,32.2994,22.0425,11.6168,0.4985,1.6357,1.4513,0.4047,0.8362,0.3678,0.0888,1.541,1.1667,0.3685,0.8725,1.0409,0.2745,0.5352,1.3493,5.3987,6.7479,7.2832,7.503024491,5.879687664
4244,32.93370056,55.80039978,8.45388301,4244,7.9734,6.5952,9.6841,7.9442,31.6448,21.3487,11.3488,0.4963,1.5632,1.3737,0.6059,1.1292,0.7762,0.2432,1.4827,0.9885,0.8078,1.3296,0.7338,0.0517,0.6914,1.9585,5.5693,7.5278,8.2192,8.45388301,6.92648978
4244.5,33.23099899,56.64599991,9.035051483,4244.5,10.2525,8.8146,14.6084,7.8782,26.9796,18.7712,9.7131,0.4385,1.3981,1.1106,0.4626,1.1866,1.1083,0.404,1.4145,0.8964,1.0692,1.6421,0.5646,0.0179,0.6246,2.6238,5.7211,8.3449,8.9695,9.035051483,7.690468715
4245,27.70260048,57.31230164,9.492990815,4245,11.115,9.6504,15.622,7.9313,21.7449,16.4873,8.4469,0.3907,1.2245,0.9212,0.2845,1.0127,1.1892,0.6948,1.3365,0.8661,1.4117,1.8788,0.6192,0.0144,0.5347,3.083,5.8552,8.9382,9.4729,9.492990815,7.208918002
4245.5,24.19280052,57.8404007,9.855945495,4245.5,9.2505,7.8408,12.643,7.9437,20.3237,15.2413,7.8623,0.3706,1.1076,0.8246,0.3047,0.8424,1.1148,0.885,1.1375,0.8554,1.5593,2.0373,0.7499,0.0304,0.5231,3.1298,6.0073,9.1371,9.6602,9.855945495,6.790898353
4246,22.72640038,58.19869995,10.10219928,4246,8.2823,6.8969,10.5555,7.9207,22.3763,15.587,8.113,0.3836,1.1101,0.8454,0.3278,0.4601,0.8803,1.2843,0.8049,0.7756,1.8703,2.0387,0.8263,0.1247,0.5178,2.8582,6.1756,9.0337,9.5515,10.10219928,6.795161301
4246.5,20.79610062,58.30720139,10.17677071,4246.5,7.721,6.3484,10.0853,7.9405,24.9064,18.0896,9.4542,0.4465,1.2708,0.9875,0.1987,0.1533,0.797,1.6869,0.5348,0.6317,2.2068,1.7879,0.7031,0.2918,0.5071,2.5315,6.2446,8.7762,9.2833,10.17677071,7.031821194
4247,21.06259918,58.33810043,10.19800717,4247,7.6531,6.2821,10.2522,7.9608,29.632,23.9774,12.4325,0.5866,1.6854,1.301,0.0432,0.0117,0.8301,2.1646,0.2704,0.5812,2.4237,1.2508,0.5296,0.3967,0.5592,2.3526,6.1896,8.5422,9.1014,10.19800717,7.544388491
4247.5,24.73240089,58.9958992,10.65010254,4247.5,8.0854,6.7046,10.4812,7.9421,42.0436,33.1228,16.9148,0.8015,2.3651,1.754,0.0806,0.0664,1.119,2.1775,0.232,0.7396,2.292,0.918,0.4753,0.362,0.6806,2.4341,6.0251,8.4592,9.1398,10.65010254,7.870508243
